"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-09-18,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-09-19,"BC","All","All",108,121.71
2020-09-19,"BC","Fraser","All",67,61.71
2020-09-19,"BC","Fraser","Fraser East",8,5.43
2020-09-19,"BC","Fraser","Fraser North",22,14.14
2020-09-19,"BC","Fraser","Fraser South",37,42.14
2020-09-19,"BC","Fraser","Unknown",0,0
2020-09-19,"BC","Interior","All",6,5.43
2020-09-19,"BC","Interior","East Kootenay",2,1.14
2020-09-19,"BC","Interior","Kootenay Boundary",0,0.86
2020-09-19,"BC","Interior","Okanagan",1,1.57
2020-09-19,"BC","Interior","Thompson Cariboo Shuswap",3,1.86
2020-09-19,"BC","Northern","All",0,5.71
2020-09-19,"BC","Northern","Northeast",0,2.14
2020-09-19,"BC","Northern","Northern Interior",0,3.29
2020-09-19,"BC","Northern","Northwest",0,0.29
2020-09-19,"BC","Vancouver Coastal","All",35,48.14
2020-09-19,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",7,10
2020-09-19,"BC","Vancouver Coastal","Richmond",1,3.57
2020-09-19,"BC","Vancouver Coastal","Unknown",0,0.14
2020-09-19,"BC","Vancouver Coastal","Vancouver",27,34.43
2020-09-19,"BC","Vancouver Island","All",0,0.71
2020-09-19,"BC","Vancouver Island","Central Vancouver Island",0,0.43
2020-09-19,"BC","Vancouver Island","North Vancouver Island",0,0.14
2020-09-19,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-09-19,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-09-20,"BC","All","All",126,127.71
2020-09-20,"BC","Fraser","All",68,66.29
2020-09-20,"BC","Fraser","Fraser East",3,4.86
2020-09-20,"BC","Fraser","Fraser North",20,15.86
2020-09-20,"BC","Fraser","Fraser South",45,45.57
2020-09-20,"BC","Fraser","Unknown",0,0
2020-09-20,"BC","Interior","All",3,5.29
2020-09-20,"BC","Interior","East Kootenay",0,1.14
2020-09-20,"BC","Interior","Kootenay Boundary",1,0.86
2020-09-20,"BC","Interior","Okanagan",1,1.29
2020-09-20,"BC","Interior","Thompson Cariboo Shuswap",1,2
2020-09-20,"BC","Northern","All",4,5.71
2020-09-20,"BC","Northern","Northeast",2,2.14
2020-09-20,"BC","Northern","Northern Interior",2,3.29
2020-09-20,"BC","Northern","Northwest",0,0.29
2020-09-20,"BC","Vancouver Coastal","All",48,49.29
2020-09-20,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",13,10.29
2020-09-20,"BC","Vancouver Coastal","Richmond",4,4.14
2020-09-20,"BC","Vancouver Coastal","Unknown",0,0.14
2020-09-20,"BC","Vancouver Coastal","Vancouver",31,34.71
2020-09-20,"BC","Vancouver Island","All",3,1.14
2020-09-20,"BC","Vancouver Island","Central Vancouver Island",1,0.57
2020-09-20,"BC","Vancouver Island","North Vancouver Island",2,0.43
2020-09-20,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-09-20,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-09-21,"BC","All","All",98,130
2020-09-21,"BC","Fraser","All",42,66.57
2020-09-21,"BC","Fraser","Fraser East",4,4.86
2020-09-21,"BC","Fraser","Fraser North",6,15.29
2020-09-21,"BC","Fraser","Fraser South",32,46.43
2020-09-21,"BC","Fraser","Unknown",0,0
2020-09-21,"BC","Interior","All",4,5.29
2020-09-21,"BC","Interior","East Kootenay",2,1.29
2020-09-21,"BC","Interior","Kootenay Boundary",0,0.57
2020-09-21,"BC","Interior","Okanagan",1,1.43
2020-09-21,"BC","Interior","Thompson Cariboo Shuswap",1,2
2020-09-21,"BC","Northern","All",8,5.29
2020-09-21,"BC","Northern","Northeast",1,2.14
2020-09-21,"BC","Northern","Northern Interior",2,2.14
2020-09-21,"BC","Northern","Northwest",5,1
2020-09-21,"BC","Vancouver Coastal","All",44,51.71
2020-09-21,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",10,10.57
2020-09-21,"BC","Vancouver Coastal","Richmond",2,4.14
2020-09-21,"BC","Vancouver Coastal","Unknown",0,0.14
2020-09-21,"BC","Vancouver Coastal","Vancouver",32,36.86
2020-09-21,"BC","Vancouver Island","All",0,1.14
2020-09-21,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2020-09-21,"BC","Vancouver Island","North Vancouver Island",0,0.43
2020-09-21,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-09-21,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-09-22,"BC","All","All",80,119.57
2020-09-22,"BC","Fraser","All",37,60.71
2020-09-22,"BC","Fraser","Fraser East",2,3.86
2020-09-22,"BC","Fraser","Fraser North",11,13.57
2020-09-22,"BC","Fraser","Fraser South",24,43.29
2020-09-22,"BC","Fraser","Unknown",0,0
2020-09-22,"BC","Interior","All",5,5
2020-09-22,"BC","Interior","East Kootenay",1,1.43
2020-09-22,"BC","Interior","Kootenay Boundary",0,0.43
2020-09-22,"BC","Interior","Okanagan",1,1.29
2020-09-22,"BC","Interior","Thompson Cariboo Shuswap",3,1.86
2020-09-22,"BC","Northern","All",9,5.29
2020-09-22,"BC","Northern","Northeast",0,1.29
2020-09-22,"BC","Northern","Northern Interior",6,2.57
2020-09-22,"BC","Northern","Northwest",3,1.43
2020-09-22,"BC","Vancouver Coastal","All",29,47.43
2020-09-22,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",6,10.14
2020-09-22,"BC","Vancouver Coastal","Richmond",0,3.29
2020-09-22,"BC","Vancouver Coastal","Unknown",0,0.14
2020-09-22,"BC","Vancouver Coastal","Vancouver",23,33.86
2020-09-22,"BC","Vancouver Island","All",0,1.14
2020-09-22,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2020-09-22,"BC","Vancouver Island","North Vancouver Island",0,0.43
2020-09-22,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-09-22,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-09-23,"BC","All","All",148,120.43
2020-09-23,"BC","Fraser","All",76,61.14
2020-09-23,"BC","Fraser","Fraser East",3,4.14
2020-09-23,"BC","Fraser","Fraser North",19,13.86
2020-09-23,"BC","Fraser","Fraser South",54,43.14
2020-09-23,"BC","Fraser","Unknown",0,0
2020-09-23,"BC","Interior","All",1,4.71
2020-09-23,"BC","Interior","East Kootenay",0,1.43
2020-09-23,"BC","Interior","Kootenay Boundary",1,0.43
2020-09-23,"BC","Interior","Okanagan",0,1.14
2020-09-23,"BC","Interior","Thompson Cariboo Shuswap",0,1.71
2020-09-23,"BC","Northern","All",8,5.86
2020-09-23,"BC","Northern","Northeast",3,1.29
2020-09-23,"BC","Northern","Northern Interior",3,2.86
2020-09-23,"BC","Northern","Northwest",2,1.71
2020-09-23,"BC","Vancouver Coastal","All",63,47.71
2020-09-23,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",14,11.29
2020-09-23,"BC","Vancouver Coastal","Richmond",5,3.43
2020-09-23,"BC","Vancouver Coastal","Unknown",1,0.14
2020-09-23,"BC","Vancouver Coastal","Vancouver",43,32.86
2020-09-23,"BC","Vancouver Island","All",0,1
2020-09-23,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2020-09-23,"BC","Vancouver Island","North Vancouver Island",0,0.43
2020-09-23,"BC","Vancouver Island","South Vancouver Island",0,0
2020-09-23,"Out of Canada","Out of Canada","Out of Canada",1,0.14
2020-09-24,"BC","All","All",80,110
2020-09-24,"BC","Fraser","All",37,54.86
2020-09-24,"BC","Fraser","Fraser East",0,3.29
2020-09-24,"BC","Fraser","Fraser North",13,14.43
2020-09-24,"BC","Fraser","Fraser South",24,37.14
2020-09-24,"BC","Fraser","Unknown",0,0
2020-09-24,"BC","Interior","All",2,4.71
2020-09-24,"BC","Interior","East Kootenay",0,1.29
2020-09-24,"BC","Interior","Kootenay Boundary",0,0.43
2020-09-24,"BC","Interior","Okanagan",1,1.29
2020-09-24,"BC","Interior","Thompson Cariboo Shuswap",1,1.71
2020-09-24,"BC","Northern","All",6,5.71
2020-09-24,"BC","Northern","Northeast",1,1
2020-09-24,"BC","Northern","Northern Interior",3,2.86
2020-09-24,"BC","Northern","Northwest",2,1.86
2020-09-24,"BC","Vancouver Coastal","All",34,43.57
2020-09-24,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",4,10
2020-09-24,"BC","Vancouver Coastal","Richmond",0,2.57
2020-09-24,"BC","Vancouver Coastal","Unknown",0,0.14
2020-09-24,"BC","Vancouver Coastal","Vancouver",30,30.86
2020-09-24,"BC","Vancouver Island","All",1,1.14
2020-09-24,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2020-09-24,"BC","Vancouver Island","North Vancouver Island",0,0.43
2020-09-24,"BC","Vancouver Island","South Vancouver Island",1,0.14
2020-09-24,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-09-25,"BC","All","All",98,105.43
2020-09-25,"BC","Fraser","All",36,51.86
2020-09-25,"BC","Fraser","Fraser East",4,3.43
2020-09-25,"BC","Fraser","Fraser North",12,14.71
2020-09-25,"BC","Fraser","Fraser South",20,33.71
2020-09-25,"BC","Fraser","Unknown",0,0
2020-09-25,"BC","Interior","All",3,3.43
2020-09-25,"BC","Interior","East Kootenay",0,0.71
2020-09-25,"BC","Interior","Kootenay Boundary",0,0.29
2020-09-25,"BC","Interior","Okanagan",3,1.14
2020-09-25,"BC","Interior","Thompson Cariboo Shuswap",0,1.29
2020-09-25,"BC","Northern","All",5,5.71
2020-09-25,"BC","Northern","Northeast",2,1.29
2020-09-25,"BC","Northern","Northern Interior",1,2.43
2020-09-25,"BC","Northern","Northwest",2,2
2020-09-25,"BC","Vancouver Coastal","All",52,43.57
2020-09-25,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",8,8.86
2020-09-25,"BC","Vancouver Coastal","Richmond",0,1.71
2020-09-25,"BC","Vancouver Coastal","Unknown",0,0.14
2020-09-25,"BC","Vancouver Coastal","Vancouver",44,32.86
2020-09-25,"BC","Vancouver Island","All",2,0.86
2020-09-25,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-09-25,"BC","Vancouver Island","North Vancouver Island",1,0.43
2020-09-25,"BC","Vancouver Island","South Vancouver Island",1,0.29
2020-09-25,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-09-26,"BC","All","All",116,106.57
2020-09-26,"BC","Fraser","All",72,52.57
2020-09-26,"BC","Fraser","Fraser East",8,3.43
2020-09-26,"BC","Fraser","Fraser North",12,13.29
2020-09-26,"BC","Fraser","Fraser South",52,35.86
2020-09-26,"BC","Fraser","Unknown",0,0
2020-09-26,"BC","Interior","All",4,3.14
2020-09-26,"BC","Interior","East Kootenay",1,0.57
2020-09-26,"BC","Interior","Kootenay Boundary",0,0.29
2020-09-26,"BC","Interior","Okanagan",1,1.14
2020-09-26,"BC","Interior","Thompson Cariboo Shuswap",2,1.14
2020-09-26,"BC","Northern","All",4,6.29
2020-09-26,"BC","Northern","Northeast",0,1.29
2020-09-26,"BC","Northern","Northern Interior",2,2.71
2020-09-26,"BC","Northern","Northwest",2,2.29
2020-09-26,"BC","Vancouver Coastal","All",36,43.71
2020-09-26,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",7,8.86
2020-09-26,"BC","Vancouver Coastal","Richmond",2,1.86
2020-09-26,"BC","Vancouver Coastal","Unknown",0,0.14
2020-09-26,"BC","Vancouver Coastal","Vancouver",27,32.86
2020-09-26,"BC","Vancouver Island","All",0,0.86
2020-09-26,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-09-26,"BC","Vancouver Island","North Vancouver Island",0,0.43
2020-09-26,"BC","Vancouver Island","South Vancouver Island",0,0.29
2020-09-26,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-09-27,"BC","All","All",88,101.14
2020-09-27,"BC","Fraser","All",39,48.43
2020-09-27,"BC","Fraser","Fraser East",2,3.29
2020-09-27,"BC","Fraser","Fraser North",8,11.57
2020-09-27,"BC","Fraser","Fraser South",29,33.57
2020-09-27,"BC","Fraser","Unknown",0,0
2020-09-27,"BC","Interior","All",1,2.86
2020-09-27,"BC","Interior","East Kootenay",1,0.71
2020-09-27,"BC","Interior","Kootenay Boundary",0,0.14
2020-09-27,"BC","Interior","Okanagan",0,1
2020-09-27,"BC","Interior","Thompson Cariboo Shuswap",0,1
2020-09-27,"BC","Northern","All",7,6.71
2020-09-27,"BC","Northern","Northeast",4,1.57
2020-09-27,"BC","Northern","Northern Interior",2,2.71
2020-09-27,"BC","Northern","Northwest",1,2.43
2020-09-27,"BC","Vancouver Coastal","All",41,42.71
2020-09-27,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",10,8.43
2020-09-27,"BC","Vancouver Coastal","Richmond",4,1.86
2020-09-27,"BC","Vancouver Coastal","Unknown",0,0.14
2020-09-27,"BC","Vancouver Coastal","Vancouver",27,32.29
2020-09-27,"BC","Vancouver Island","All",0,0.43
2020-09-27,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-09-27,"BC","Vancouver Island","North Vancouver Island",0,0.14
2020-09-27,"BC","Vancouver Island","South Vancouver Island",0,0.29
2020-09-27,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-09-28,"BC","All","All",96,100.86
2020-09-28,"BC","Fraser","All",53,50
2020-09-28,"BC","Fraser","Fraser East",2,3
2020-09-28,"BC","Fraser","Fraser North",13,12.57
2020-09-28,"BC","Fraser","Fraser South",38,34.43
2020-09-28,"BC","Fraser","Unknown",0,0
2020-09-28,"BC","Interior","All",1,2.43
2020-09-28,"BC","Interior","East Kootenay",0,0.43
2020-09-28,"BC","Interior","Kootenay Boundary",0,0.14
2020-09-28,"BC","Interior","Okanagan",1,1
2020-09-28,"BC","Interior","Thompson Cariboo Shuswap",0,0.86
2020-09-28,"BC","Northern","All",4,6.14
2020-09-28,"BC","Northern","Northeast",0,1.43
2020-09-28,"BC","Northern","Northern Interior",3,2.86
2020-09-28,"BC","Northern","Northwest",1,1.86
2020-09-28,"BC","Vancouver Coastal","All",38,41.86
2020-09-28,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",6,7.86
2020-09-28,"BC","Vancouver Coastal","Richmond",5,2.29
2020-09-28,"BC","Vancouver Coastal","Unknown",0,0.14
2020-09-28,"BC","Vancouver Coastal","Vancouver",27,31.57
2020-09-28,"BC","Vancouver Island","All",0,0.43
2020-09-28,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-09-28,"BC","Vancouver Island","North Vancouver Island",0,0.14
2020-09-28,"BC","Vancouver Island","South Vancouver Island",0,0.29
2020-09-28,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-09-29,"BC","All","All",110,105.14
2020-09-29,"BC","Fraser","All",55,52.57
2020-09-29,"BC","Fraser","Fraser East",5,3.43
2020-09-29,"BC","Fraser","Fraser North",13,12.86
2020-09-29,"BC","Fraser","Fraser South",37,36.29
2020-09-29,"BC","Fraser","Unknown",0,0
2020-09-29,"BC","Interior","All",2,2
2020-09-29,"BC","Interior","East Kootenay",0,0.29
2020-09-29,"BC","Interior","Kootenay Boundary",0,0.14
2020-09-29,"BC","Interior","Okanagan",2,1.14
2020-09-29,"BC","Interior","Thompson Cariboo Shuswap",0,0.43
2020-09-29,"BC","Northern","All",4,5.43
2020-09-29,"BC","Northern","Northeast",2,1.71
2020-09-29,"BC","Northern","Northern Interior",2,2.29
2020-09-29,"BC","Northern","Northwest",0,1.43
2020-09-29,"BC","Vancouver Coastal","All",47,44.43
2020-09-29,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",6,7.86
2020-09-29,"BC","Vancouver Coastal","Richmond",4,2.86
2020-09-29,"BC","Vancouver Coastal","Unknown",0,0.14
2020-09-29,"BC","Vancouver Coastal","Vancouver",37,33.57
2020-09-29,"BC","Vancouver Island","All",2,0.71
2020-09-29,"BC","Vancouver Island","Central Vancouver Island",2,0.29
2020-09-29,"BC","Vancouver Island","North Vancouver Island",0,0.14
2020-09-29,"BC","Vancouver Island","South Vancouver Island",0,0.29
2020-09-29,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-09-30,"BC","All","All",119,101
2020-09-30,"BC","Fraser","All",53,49.29
2020-09-30,"BC","Fraser","Fraser East",6,3.86
2020-09-30,"BC","Fraser","Fraser North",11,11.71
2020-09-30,"BC","Fraser","Fraser South",36,33.71
2020-09-30,"BC","Fraser","Unknown",0,0
2020-09-30,"BC","Interior","All",2,2.14
2020-09-30,"BC","Interior","East Kootenay",0,0.29
2020-09-30,"BC","Interior","Kootenay Boundary",0,0
2020-09-30,"BC","Interior","Okanagan",1,1.29
2020-09-30,"BC","Interior","Thompson Cariboo Shuswap",1,0.57
2020-09-30,"BC","Northern","All",1,4.43
2020-09-30,"BC","Northern","Northeast",0,1.29
2020-09-30,"BC","Northern","Northern Interior",1,2
2020-09-30,"BC","Northern","Northwest",0,1.14
2020-09-30,"BC","Vancouver Coastal","All",62,44.29
2020-09-30,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",16,8.14
2020-09-30,"BC","Vancouver Coastal","Richmond",1,2.29
2020-09-30,"BC","Vancouver Coastal","Unknown",0,0
2020-09-30,"BC","Vancouver Coastal","Vancouver",45,33.86
2020-09-30,"BC","Vancouver Island","All",1,0.86
2020-09-30,"BC","Vancouver Island","Central Vancouver Island",0,0.29
2020-09-30,"BC","Vancouver Island","North Vancouver Island",0,0.14
2020-09-30,"BC","Vancouver Island","South Vancouver Island",1,0.43
2020-09-30,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-10-01,"BC","All","All",144,110.14
2020-10-01,"BC","Fraser","All",88,56.57
2020-10-01,"BC","Fraser","Fraser East",5,4.57
2020-10-01,"BC","Fraser","Fraser North",24,13.29
2020-10-01,"BC","Fraser","Fraser South",59,38.71
2020-10-01,"BC","Fraser","Unknown",0,0
2020-10-01,"BC","Interior","All",3,2.29
2020-10-01,"BC","Interior","East Kootenay",0,0.29
2020-10-01,"BC","Interior","Kootenay Boundary",0,0
2020-10-01,"BC","Interior","Okanagan",2,1.43
2020-10-01,"BC","Interior","Thompson Cariboo Shuswap",1,0.57
2020-10-01,"BC","Northern","All",5,4.29
2020-10-01,"BC","Northern","Northeast",0,1.14
2020-10-01,"BC","Northern","Northern Interior",3,2
2020-10-01,"BC","Northern","Northwest",2,1.14
2020-10-01,"BC","Vancouver Coastal","All",47,46.14
2020-10-01,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",9,8.86
2020-10-01,"BC","Vancouver Coastal","Richmond",3,2.71
2020-10-01,"BC","Vancouver Coastal","Unknown",0,0
2020-10-01,"BC","Vancouver Coastal","Vancouver",35,34.57
2020-10-01,"BC","Vancouver Island","All",1,0.86
2020-10-01,"BC","Vancouver Island","Central Vancouver Island",0,0.29
2020-10-01,"BC","Vancouver Island","North Vancouver Island",0,0.14
2020-10-01,"BC","Vancouver Island","South Vancouver Island",1,0.43
2020-10-01,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-10-02,"BC","All","All",95,109.71
2020-10-02,"BC","Fraser","All",46,58
2020-10-02,"BC","Fraser","Fraser East",7,5
2020-10-02,"BC","Fraser","Fraser North",10,13
2020-10-02,"BC","Fraser","Fraser South",29,40
2020-10-02,"BC","Fraser","Unknown",0,0
2020-10-02,"BC","Interior","All",2,2.14
2020-10-02,"BC","Interior","East Kootenay",0,0.29
2020-10-02,"BC","Interior","Kootenay Boundary",0,0
2020-10-02,"BC","Interior","Okanagan",1,1.14
2020-10-02,"BC","Interior","Thompson Cariboo Shuswap",1,0.71
2020-10-02,"BC","Northern","All",1,3.71
2020-10-02,"BC","Northern","Northeast",0,0.86
2020-10-02,"BC","Northern","Northern Interior",1,2
2020-10-02,"BC","Northern","Northwest",0,0.86
2020-10-02,"BC","Vancouver Coastal","All",46,45.29
2020-10-02,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",6,8.57
2020-10-02,"BC","Vancouver Coastal","Richmond",2,3
2020-10-02,"BC","Vancouver Coastal","Unknown",0,0
2020-10-02,"BC","Vancouver Coastal","Vancouver",38,33.71
2020-10-02,"BC","Vancouver Island","All",0,0.57
2020-10-02,"BC","Vancouver Island","Central Vancouver Island",0,0.29
2020-10-02,"BC","Vancouver Island","North Vancouver Island",0,0
2020-10-02,"BC","Vancouver Island","South Vancouver Island",0,0.29
2020-10-02,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-10-03,"BC","All","All",125,111
2020-10-03,"BC","Fraser","All",71,57.86
2020-10-03,"BC","Fraser","Fraser East",0,3.86
2020-10-03,"BC","Fraser","Fraser North",14,13.29
2020-10-03,"BC","Fraser","Fraser South",57,40.71
2020-10-03,"BC","Fraser","Unknown",0,0
2020-10-03,"BC","Interior","All",3,2
2020-10-03,"BC","Interior","East Kootenay",0,0.14
2020-10-03,"BC","Interior","Kootenay Boundary",0,0
2020-10-03,"BC","Interior","Okanagan",2,1.29
2020-10-03,"BC","Interior","Thompson Cariboo Shuswap",1,0.57
2020-10-03,"BC","Northern","All",1,3.29
2020-10-03,"BC","Northern","Northeast",0,0.86
2020-10-03,"BC","Northern","Northern Interior",0,1.71
2020-10-03,"BC","Northern","Northwest",1,0.71
2020-10-03,"BC","Vancouver Coastal","All",45,46.57
2020-10-03,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",10,9
2020-10-03,"BC","Vancouver Coastal","Richmond",2,3
2020-10-03,"BC","Vancouver Coastal","Unknown",0,0
2020-10-03,"BC","Vancouver Coastal","Vancouver",33,34.57
2020-10-03,"BC","Vancouver Island","All",5,1.29
2020-10-03,"BC","Vancouver Island","Central Vancouver Island",4,0.86
2020-10-03,"BC","Vancouver Island","North Vancouver Island",0,0
2020-10-03,"BC","Vancouver Island","South Vancouver Island",1,0.43
2020-10-03,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-10-04,"BC","All","All",123,116
2020-10-04,"BC","Fraser","All",74,62.86
2020-10-04,"BC","Fraser","Fraser East",2,3.86
2020-10-04,"BC","Fraser","Fraser North",10,13.57
2020-10-04,"BC","Fraser","Fraser South",62,45.43
2020-10-04,"BC","Fraser","Unknown",0,0
2020-10-04,"BC","Interior","All",8,3
2020-10-04,"BC","Interior","East Kootenay",0,0
2020-10-04,"BC","Interior","Kootenay Boundary",0,0
2020-10-04,"BC","Interior","Okanagan",5,2
2020-10-04,"BC","Interior","Thompson Cariboo Shuswap",3,1
2020-10-04,"BC","Northern","All",3,2.71
2020-10-04,"BC","Northern","Northeast",0,0.29
2020-10-04,"BC","Northern","Northern Interior",2,1.71
2020-10-04,"BC","Northern","Northwest",1,0.71
2020-10-04,"BC","Vancouver Coastal","All",33,45.43
2020-10-04,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,7.86
2020-10-04,"BC","Vancouver Coastal","Richmond",2,2.71
2020-10-04,"BC","Vancouver Coastal","Unknown",0,0
2020-10-04,"BC","Vancouver Coastal","Vancouver",29,34.86
2020-10-04,"BC","Vancouver Island","All",5,2
2020-10-04,"BC","Vancouver Island","Central Vancouver Island",2,1.14
2020-10-04,"BC","Vancouver Island","North Vancouver Island",0,0
2020-10-04,"BC","Vancouver Island","South Vancouver Island",3,0.86
2020-10-04,"Out of Canada","Out of Canada","Out of Canada",1,0.14
2020-10-05,"BC","All","All",90,115.14
2020-10-05,"BC","Fraser","All",53,62.86
2020-10-05,"BC","Fraser","Fraser East",1,3.71
2020-10-05,"BC","Fraser","Fraser North",10,13.14
2020-10-05,"BC","Fraser","Fraser South",42,46
2020-10-05,"BC","Fraser","Unknown",0,0
2020-10-05,"BC","Interior","All",4,3.43
2020-10-05,"BC","Interior","East Kootenay",0,0
2020-10-05,"BC","Interior","Kootenay Boundary",0,0
2020-10-05,"BC","Interior","Okanagan",2,2.14
2020-10-05,"BC","Interior","Thompson Cariboo Shuswap",2,1.29
2020-10-05,"BC","Northern","All",2,2.43
2020-10-05,"BC","Northern","Northeast",1,0.43
2020-10-05,"BC","Northern","Northern Interior",1,1.43
2020-10-05,"BC","Northern","Northwest",0,0.57
2020-10-05,"BC","Vancouver Coastal","All",29,44.14
2020-10-05,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",6,7.86
2020-10-05,"BC","Vancouver Coastal","Richmond",5,2.71
2020-10-05,"BC","Vancouver Coastal","Unknown",0,0
2020-10-05,"BC","Vancouver Coastal","Vancouver",18,33.57
2020-10-05,"BC","Vancouver Island","All",2,2.29
2020-10-05,"BC","Vancouver Island","Central Vancouver Island",0,1.14
2020-10-05,"BC","Vancouver Island","North Vancouver Island",2,0.29
2020-10-05,"BC","Vancouver Island","South Vancouver Island",0,0.86
2020-10-05,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-10-06,"BC","All","All",112,115.43
2020-10-06,"BC","Fraser","All",73,65.43
2020-10-06,"BC","Fraser","Fraser East",3,3.43
2020-10-06,"BC","Fraser","Fraser North",13,13.14
2020-10-06,"BC","Fraser","Fraser South",57,48.86
2020-10-06,"BC","Fraser","Unknown",0,0
2020-10-06,"BC","Interior","All",1,3.29
2020-10-06,"BC","Interior","East Kootenay",1,0.14
2020-10-06,"BC","Interior","Kootenay Boundary",0,0
2020-10-06,"BC","Interior","Okanagan",0,1.86
2020-10-06,"BC","Interior","Thompson Cariboo Shuswap",0,1.29
2020-10-06,"BC","Northern","All",0,1.86
2020-10-06,"BC","Northern","Northeast",0,0.14
2020-10-06,"BC","Northern","Northern Interior",0,1.14
2020-10-06,"BC","Northern","Northwest",0,0.57
2020-10-06,"BC","Vancouver Coastal","All",38,42.86
2020-10-06,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",3,7.43
2020-10-06,"BC","Vancouver Coastal","Richmond",9,3.43
2020-10-06,"BC","Vancouver Coastal","Unknown",0,0
2020-10-06,"BC","Vancouver Coastal","Vancouver",26,32
2020-10-06,"BC","Vancouver Island","All",0,2
2020-10-06,"BC","Vancouver Island","Central Vancouver Island",0,0.86
2020-10-06,"BC","Vancouver Island","North Vancouver Island",0,0.29
2020-10-06,"BC","Vancouver Island","South Vancouver Island",0,0.86
2020-10-06,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-10-07,"BC","All","All",122,115.86
2020-10-07,"BC","Fraser","All",68,67.57
2020-10-07,"BC","Fraser","Fraser East",6,3.43
2020-10-07,"BC","Fraser","Fraser North",10,13
2020-10-07,"BC","Fraser","Fraser South",52,51.14
2020-10-07,"BC","Fraser","Unknown",0,0
2020-10-07,"BC","Interior","All",2,3.29
2020-10-07,"BC","Interior","East Kootenay",0,0.14
2020-10-07,"BC","Interior","Kootenay Boundary",0,0
2020-10-07,"BC","Interior","Okanagan",2,2
2020-10-07,"BC","Interior","Thompson Cariboo Shuswap",0,1.14
2020-10-07,"BC","Northern","All",5,2.43
2020-10-07,"BC","Northern","Northeast",1,0.29
2020-10-07,"BC","Northern","Northern Interior",3,1.43
2020-10-07,"BC","Northern","Northwest",1,0.71
2020-10-07,"BC","Vancouver Coastal","All",46,40.57
2020-10-07,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",11,6.71
2020-10-07,"BC","Vancouver Coastal","Richmond",9,4.57
2020-10-07,"BC","Vancouver Coastal","Unknown",0,0
2020-10-07,"BC","Vancouver Coastal","Vancouver",26,29.29
2020-10-07,"BC","Vancouver Island","All",1,2
2020-10-07,"BC","Vancouver Island","Central Vancouver Island",0,0.86
2020-10-07,"BC","Vancouver Island","North Vancouver Island",0,0.29
2020-10-07,"BC","Vancouver Island","South Vancouver Island",1,0.86
2020-10-07,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-10-08,"BC","All","All",129,113.71
2020-10-08,"BC","Fraser","All",90,67.86
2020-10-08,"BC","Fraser","Fraser East",4,3.29
2020-10-08,"BC","Fraser","Fraser North",17,12
