#	Label	Interval	Total	Time Recorded
	Start	---	---	Tue, Mar 1, 2022 at 10:41:54.023
614	Split	00:00:00.169	00:09:36.493	Tue, Mar 1, 2022 at 10:51:30.516
615	Split	00:00:00.376	00:09:36.869	Tue, Mar 1, 2022 at 10:51:30.892
616	Split	00:00:00.168	00:09:37.037	Tue, Mar 1, 2022 at 10:51:31.060
617	Split	00:00:00.173	00:09:37.210	Tue, Mar 1, 2022 at 10:51:31.233
618	Split	00:00:00.197	00:09:37.407	Tue, Mar 1, 2022 at 10:51:31.430
619	Split	00:00:00.181	00:09:37.588	Tue, Mar 1, 2022 at 10:51:31.611
620	Split	00:00:00.316	00:09:37.904	Tue, Mar 1, 2022 at 10:51:31.927
621	Split	00:00:00.168	00:09:38.072	Tue, Mar 1, 2022 at 10:51:32.095
622	Split	00:00:00.188	00:09:38.260	Tue, Mar 1, 2022 at 10:51:32.283
623	Split	00:00:00.185	00:09:38.445	Tue, Mar 1, 2022 at 10:51:32.468
624	Split	00:00:00.170	00:09:38.615	Tue, Mar 1, 2022 at 10:51:32.638
625	Split	00:00:00.172	00:09:38.787	Tue, Mar 1, 2022 at 10:51:32.810
626	Split	00:00:00.175	00:09:38.962	Tue, Mar 1, 2022 at 10:51:32.985
627	Split	00:00:00.180	00:09:39.142	Tue, Mar 1, 2022 at 10:51:33.165
628	Split	00:00:00.182	00:09:39.324	Tue, Mar 1, 2022 at 10:51:33.347
629	Split	00:00:00.180	00:09:39.504	Tue, Mar 1, 2022 at 10:51:33.527
630	Split	00:00:00.173	00:09:39.677	Tue, Mar 1, 2022 at 10:51:33.700
631	Split	00:00:00.176	00:09:39.853	Tue, Mar 1, 2022 at 10:51:33.876
632	Split	00:00:00.184	00:09:40.037	Tue, Mar 1, 2022 at 10:51:34.060
633	Split	00:00:00.252	00:09:40.289	Tue, Mar 1, 2022 at 10:51:34.312
634	Split	00:00:00.206	00:09:40.495	Tue, Mar 1, 2022 at 10:51:34.518
635	Split	00:00:00.196	00:09:40.691	Tue, Mar 1, 2022 at 10:51:34.714
636	Split	00:00:00.179	00:09:40.870	Tue, Mar 1, 2022 at 10:51:34.893
637	Split	00:00:00.321	00:09:41.191	Tue, Mar 1, 2022 at 10:51:35.214
638	Split	00:00:00.182	00:09:41.373	Tue, Mar 1, 2022 at 10:51:35.396
639	Split	00:00:00.184	00:09:41.557	Tue, Mar 1, 2022 at 10:51:35.580
